date,depth,temp,sp_cond,do,p_h,chl_a,temp_flag,sp_cond_flag,do_flag,p_h_flag,chl_a_flag
2017-10-03,32,4.217,449.3,0,7.3,3.35,,,,,
2017-10-03,33,4.215,449.4,0,7.3,3.53,,,,,
2017-10-03,34,4.208,449.5,0,7.3,3.43,,,,,
2017-10-03,35,4.2,449.7,0,7.3,3.34,,,,,
2017-10-03,36,4.2,449.9,0,7.3,3.5,,,,,
2017-10-03,37,4.201,450.1,0,7.3,3.56,,,,,
2017-10-03,38,4.201,450.2,0,7.3,3.26,,,,,
2017-10-03,39,4.2,450.3,0,7.3,3.41,,,,,
2017-10-03,40,4.199,450.7,0,7.31,3.55,,,,,
2017-10-22,0.5,10.396,405.5,9.65,8.17,11.67,,,,,
2017-10-22,1,10.399,405.6,9.61,8.17,13.12,,,,,
2017-10-22,2,10.396,405.9,9.52,8.16,11.94,,,,,
2017-10-22,3,10.387,406.1,9.41,8.15,12.44,,,,,
2017-10-22,4,4.233,455,0,7.562,1.375,,,,,
2017-10-22,5,10.358,406.8,9.17,8.12,11.56,,,,,
2017-10-22,6,10.355,406.9,9.03,8.11,11.54,,,,,
2017-10-22,7,10.331,407.6,8.66,8.08,10.72,,,,,
2017-10-22,8,9.505,419.4,4.26,7.8,5.69,,,,,
2017-10-22,9,7.64,435.3,0.63,7.55,4.17,,,,,
2017-10-22,10,6.161,438.6,0.28,7.49,3.77,,,,,
2017-10-22,11,5.806,438.8,0.21,7.47,3.61,,,,,
2017-10-22,12,5.54,436.7,0.16,7.46,3.54,,,,,
2017-10-22,13,5.401,437.6,0.13,7.45,3.74,,,,,
2017-10-22,14,5.312,439.7,0.11,7.44,3.58,,,,,
2017-10-22,15,5.224,440.1,0.09,7.43,3.64,,,,,
2017-10-22,16,5.05,441,0.07,7.42,3.7,,,,,
2017-10-22,17,4.874,441.6,0.06,7.42,3.9,,,,,
2017-10-22,18,4.67,443,0.05,7.41,3.6,,,,,
2017-10-22,19,4.572,443.6,0.03,7.41,3.57,,,,,
2017-10-22,20,4.469,445.1,0.01,7.4,3.51,,,,,
2017-10-22,21,4.398,445.8,0.01,7.4,3.54,,,,,
2017-10-22,22,4.383,446.4,0,7.4,3.61,,,,,
2017-10-22,23,4.36,446.9,0,7.4,3.53,,,,,
2017-10-22,24,4.343,447.1,0,7.4,3.58,,,,,
2017-10-22,25,4.304,447.5,0,7.39,3.61,,,,,
2017-10-22,26,4.279,448.2,0,7.39,3.6,,,,,
2017-10-22,27,4.271,448.4,0,7.39,3.6,,,,,
2017-10-22,28,4.262,448.8,0,7.39,3.59,,,,,
2017-10-22,29,4.252,449.5,0,7.39,3.54,,,,,
2017-10-22,30,4.246,449.6,0,7.39,3.55,,,,,
2017-10-22,31,4.241,450.1,0,7.39,3.41,,,,,
2017-10-22,32,4.24,450.1,0,7.39,3.41,,,,,
2017-10-22,33,4.24,450.3,0,7.39,3.42,,,,,
2017-10-22,34,4.237,450.5,0,7.39,3.47,,,,,
2017-10-22,35,4.238,450.4,0,7.39,3.36,,,,,
2017-10-22,36,4.237,450.6,0,7.39,3.52,,,,,
2017-10-22,37,4.234,451.3,0,7.39,3.68,,,,,
2017-10-22,38,4.233,451.6,0,7.39,3.59,,,,,
2017-10-22,39,4.234,451.5,0,7.39,3.64,,,,,
2017-10-22,40,4.233,451.4,0,7.38,3.72,,,,,
2017-11-03,0.5,7.901,411.3,8.94,7.99,11.65,,,,,
2017-11-03,1,7.891,411.2,8.88,7.98,11.64,,,,,
2017-11-03,2,7.892,411.4,8.86,7.98,12.97,,,,,
2017-11-03,3,7.88,411.3,8.8,7.97,12.26,,,,,
2017-11-03,4,7.86,411.4,8.69,7.96,12.43,,,,,
2017-11-03,5,7.844,411.6,8.63,7.96,10.73,,,,,
2017-11-03,6,7.84,411.4,8.53,7.95,10.96,,,,,
2017-11-03,7,7.826,411.7,8.49,7.95,9.32,,,,,
2017-11-03,8,7.797,411.8,8.36,7.94,8.08,,,,,
2017-11-03,9,7.769,412.3,8.24,7.93,7.87,,,,,
2017-11-03,10,4.243,451.35,0,7.36,3.405,,,,,
2017-11-03,11,6.943,411.3,3.16,7.66,5.62,,,,,
2017-11-03,12,5.688,438.2,0.63,7.52,3.55,,,,,
2017-11-03,13,5.532,438.2,0.45,7.5,3.74,,,,,
2017-11-03,14,5.337,438.9,0.33,7.49,3.52,,,,,
2017-11-03,15,5.222,440.2,0.25,7.46,3.62,,,,,
2017-11-03,16,5.152,440.9,0.21,7.45,3.48,,,,,
2017-11-03,17,4.978,441.4,0.17,7.44,3.41,,,,,
2017-11-03,18,4.805,441.9,0.15,7.43,3.23,,,,,
2017-11-03,19,4.624,443.6,0.12,7.42,3.5,,,,,
2017-11-03,20,4.563,444.2,0.1,7.41,3.58,,,,,
2017-11-03,21,4.441,446.1,0.08,7.4,3.29,,,,,
2017-11-03,22,4.356,447.6,0.06,7.39,3.35,,,,,
2017-11-03,23,4.338,447.7,0.06,7.38,3.23,,,,,
2017-11-03,24,4.314,447.9,0.05,7.38,3.34,,,,,
2017-11-03,25,4.295,448.5,0.04,7.38,3.41,,,,,
2017-11-03,26,4.287,448.6,0.04,7.38,3.55,,,,,
2017-11-03,27,4.26,449.5,0.02,7.37,3.58,,,,,
2017-11-03,28,4.258,449.6,0.02,7.37,3.46,,,,,
2017-11-03,29,4.252,450,0.01,7.37,3.64,,,,,
2017-11-03,30,4.25,450.1,0.01,7.37,3.64,,,,,
2017-11-03,31,4.248,450.4,0,7.37,3.61,,,,,
2017-11-03,32,4.246,450.5,0,7.37,3.62,,,,,
2017-11-03,33,4.244,450.9,0,7.37,3.67,,,,,
2017-11-03,34,4.243,451.2,0,7.37,3.81,,,,,
2017-11-03,35,4.242,451.8,0,7.37,3.95,,,,,
2017-11-03,36,4.242,451.9,0,7.37,3.98,,,,,
2017-11-03,37,4.242,452.4,0,7.37,3.86,,,,,
2017-11-03,38,4.243,452.8,0,7.36,3.85,,,,,
2017-11-03,39,4.244,452.7,0,7.36,3.79,,,,,
2017-11-03,40,4.243,452.9,0,7.36,3.88,,,,,
2017-12-06,0.5,4.124,423.9,8.84,8.01,5.65,,,,,
2017-12-06,1,4.116,423.9,8.42,7.92,5.82,,,,,
2017-12-06,2,4.116,423.9,8.23,7.9,6.43,,,,,
2017-12-06,3,4.115,423.9,8.21,7.9,5.64,,,,,
2017-12-06,4,4.111,424.1,8.18,7.89,5.57,,,,,
2017-12-06,5,4.11,424.2,8.15,7.89,5.63,,,,,
2017-12-06,6,4.11,424.3,8.14,7.89,5.49,,,,,
2017-12-06,7,4.106,424.3,8.12,7.88,5.72,,,,,
2017-12-06,8,4.108,424.5,8.09,7.88,5.56,,,,,
2017-12-06,9,4.11,424.5,8.07,7.88,5.64,,,,,
2017-12-06,10,4.111,424.6,8.04,7.88,5.52,,,,,
2017-12-06,11,4.111,424.5,8.03,7.88,5.45,,,,,
2017-12-06,12,4.112,424.5,8.02,7.87,5.58,,,,,
2017-12-06,13,4.114,424.7,8,7.87,5.4,,,,,
2017-12-06,14,4.115,424.7,7.98,7.87,5.35,,,,,
2017-12-06,15,4.122,425.1,7.94,7.87,5.55,,,,,
2017-12-06,16,4.123,425.2,7.89,7.86,5.4,,,,,
2017-12-06,17,4.132,425.7,7.84,7.86,5.29,,,,,
2017-12-06,18,4.155,427.6,7.48,7.84,4.98,,,,,
2017-12-06,19,4.166,431.6,6.81,7.8,5.19,,,,,
2017-12-06,20,4.209,433.2,6.03,7.77,4.9,,,,,
2017-12-06,21,4.256,433.6,5.68,7.76,4.75,,,,,
2017-12-06,22,4.334,434.8,4.43,7.72,4.61,,,,,
2017-12-06,23,4.383,436.3,2.8,7.68,4.12,,,,,
2017-12-06,24,4.363,441.7,1.26,7.6,4.05,,,,,
2017-12-06,25,4.352,444.6,0.73,7.57,3.74,,,,,
2017-12-06,26,4.343,446.6,0.59,7.55,3.65,,,,,
2017-12-06,27,4.328,448.8,0.48,7.53,3.65,,,,,
2017-12-06,28,4.303,450.2,0.41,7.52,3.73,,,,,
2017-12-06,29,4.269,451.6,0.34,7.5,3.81,,,,,
2017-12-06,30,4.26,452.4,0.27,7.48,3.73,,,,,
2017-12-06,31,4.261,452.6,0.25,7.47,3.79,,,,,
2017-12-06,32,4.264,453.4,0.23,7.47,3.81,,,,,
2017-12-06,33,4.266,454.1,0.22,7.46,3.85,,,,,
2017-12-06,34,4.265,454.9,0.21,7.46,3.91,,,,,
2017-12-06,35,4.266,456.6,0.19,7.45,3.98,,,,,
2017-12-06,36,4.266,456.9,0.18,7.45,3.96,,,,,
2017-12-06,37,4.266,457.5,0.17,7.44,4.02,,,,,
2017-12-06,38,4.266,458.5,0.16,7.44,4.06,,,,,
2017-12-06,39,4.267,458.9,0.15,7.44,4.11,,,,,
2017-12-06,40,4.267,459.4,0.15,7.44,4.16,,,,,
2017-12-19,0.5,2.494,425.8,9.49,7.95,5.42,,,,,
2017-12-19,1,2.489,424.2,9.24,7.9,5.29,,,,,
2017-12-19,2,2.496,424.1,9.17,7.88,5.25,,,,,
2017-12-19,3,2.521,424.1,9.12,7.87,5.46,,,,,
2017-12-19,4,2.543,424.2,9.05,7.86,5.18,,,,,
2017-12-19,5,2.633,424.4,8.99,7.85,5.13,,,,,
2017-12-19,6,2.748,424.8,8.86,7.84,5.16,,,,,
2017-12-19,7,2.805,425,8.7,7.83,5.35,,,,,
2017-12-19,8,2.946,424.7,8.62,7.83,5.22,,,,,
2017-12-19,9,3.105,424.8,8.37,7.82,5.16,,,,,
2017-12-19,10,3.128,424.9,8.3,7.82,5.13,,,,,
2017-12-19,11,3.243,425.3,8.07,7.81,5.05,,,,,
2017-12-19,12,3.362,425.5,7.81,7.8,4.98,,,,,
2017-12-19,13,3.408,425.8,7.64,7.8,4.87,,,,,
2017-12-19,14,3.424,425.9,7.56,7.8,4.93,,,,,
2017-12-19,15,3.435,426.8,7.47,7.79,4.6,,,,,
2017-12-19,16,3.44,427,7.4,7.79,4.57,,,,,
2017-12-19,17,3.471,427.5,7.25,7.79,4.83,,,,,
2017-12-19,18,3.465,427.5,7.2,7.78,4.93,,,,,
2017-12-19,19,3.507,428.8,6.97,7.78,4.85,,,,,
2017-12-19,20,3.503,429.8,6.88,7.77,4.79,,,,,
2017-12-19,21,3.525,430.2,6.73,7.77,4.82,,,,,
2017-12-19,22,3.524,431.7,6.6,7.76,4.94,,,,,
2017-12-19,23,3.538,431.9,6.35,7.76,4.78,,,,,
2017-12-19,24,3.557,432.1,6.32,7.76,4.8,,,,,
2017-12-19,25,3.548,433.6,6.1,7.74,4.85,,,,,
2017-12-19,26,3.579,433.8,5.79,7.74,4.68,,,,,
2017-12-19,27,3.605,433.7,5.57,7.73,4.25,,,,,
2017-12-19,28,3.645,433.9,5.02,7.72,4.61,,,,,
2017-12-19,29,3.666,434.1,4.68,7.7,4.75,,,,,
2017-12-19,30,3.727,435.4,3.35,7.67,4.3,,,,,
2017-12-19,31,3.929,438.1,0.86,7.6,4.26,,,,,
2017-12-19,32,3.959,439.8,0.47,7.58,4.24,,,,,
2017-12-19,33,4.023,441.5,0.34,7.56,4.08,,,,,
2017-12-19,34,4.189,449.6,0.25,7.53,3.94,,,,,
2017-12-19,35,4.227,453.8,0.22,7.5,3.95,,,,,
2017-12-19,36,4.259,459.7,0.12,7.45,4.15,,,,,
2017-12-19,37,4.26,460.4,0.11,7.44,4.14,,,,,
2017-12-19,38,4.262,461.2,0.1,7.44,4.16,,,,,
2017-12-19,39,4.264,462.5,0.09,7.43,4.27,,,,,
2017-12-19,40,4.265,464.1,0.08,7.42,4.23,,,,,
2018-01-05,0.5,2.831,402.4,9.25,7.93,4.93,,,,,
2018-01-05,1,2.826,405.8,9.03,7.89,5.05,,,,,
2018-01-05,2,2.826,407.2,9,7.88,5.05,,,,,
2018-01-05,3,2.827,410.4,8.96,7.87,5.07,,,,,
2018-01-05,4,2.829,413,8.91,7.86,5,,,,,
2018-01-05,5,2.832,413.9,8.86,7.86,4.91,,,,,
2018-01-05,6,2.833,414.2,8.82,7.86,4.85,,,,,
2018-01-05,7,2.833,414.6,8.79,7.85,4.75,,,,,
2018-01-05,8,2.844,415.2,8.75,7.85,4.85,,,,,
2018-01-05,9,2.853,415.9,8.67,7.85,4.82,,,,,
2018-01-05,10,2.886,417.9,8.57,7.84,4.72,,,,,
2018-01-05,11,2.927,420,8.35,7.83,4.56,,,,,
2018-01-05,12,2.948,421.4,7.93,7.82,4.56,,,,,
2018-01-05,13,2.938,422.9,7.89,7.82,4.61,,,,,
2018-01-05,14,2.975,423.8,7.91,7.82,4.55,,,,,
2018-01-05,15,3.067,426.1,7.48,7.8,4.57,,,,,
2018-01-05,16,3.098,427.4,7.31,7.8,4.57,,,,,
2018-01-05,17,3.13,429.1,7.09,7.79,4.62,,,,,
2018-01-05,18,3.178,429.7,6.52,7.79,4.61,,,,,
2018-01-05,19,3.208,430.1,6.45,7.78,4.57,,,,,
2018-01-05,20,3.238,430.5,6.15,7.77,4.61,,,,,
2018-01-05,21,3.266,430.8,6.01,7.77,4.58,,,,,
2018-01-05,22,3.322,431.5,5.48,7.75,4.48,,,,,
2018-01-05,23,3.339,432,5.18,7.74,4.54,,,,,
2018-01-05,24,3.383,432.3,4.41,7.72,4.38,,,,,
2018-01-05,25,3.423,432.7,4.05,7.7,4.33,,,,,
2018-01-05,26,3.442,433.1,3.76,7.7,4.38,,,,,
2018-01-05,27,3.458,433.5,3.52,7.69,4.4,,,,,
2018-01-05,28,3.484,434,3.22,7.68,4.25,,,,,
2018-01-05,29,3.542,434.8,2.36,7.66,4.2,,,,,
2018-01-05,30,3.668,438,0.91,7.64,4.24,,,,,
2018-01-05,31,3.68,438.5,0.78,7.63,4.22,,,,,
2018-01-05,32,3.851,445.5,0.62,7.6,4.25,,,,,
2018-01-05,33,3.945,449.8,0.54,7.58,4.26,,,,,
2018-01-05,34,3.989,452,0.45,7.56,4.2,,,,,
2018-01-05,35,4.01,453.1,0.38,7.55,4.16,,,,,
2018-01-05,36,4.014,453.6,0.36,7.55,4.16,,,,,
2018-01-05,37,4.029,454.5,0.307,7.543,4.133,,,,,
2018-01-05,38,4.042,455.3,0.262,7.538,4.113,,,,,
2018-01-05,39,4.054,456.1,0.217,7.533,4.093,,,,,
2018-01-05,40,4.067,456.9,0.172,7.528,4.073,,,,,
2018-02-08,0.5,1.922,343.9,11.17,7.95,7.47,,,,,
2018-02-08,1,2.417,410.8,9.06,7.85,5.46,,,,,
2018-02-08,2,2.817,419.1,8.94,7.84,4.83,,,,,
2018-02-08,3,2.836,419.6,8.71,7.86,5.03,,,,,
2018-02-08,4,2.847,420.4,8.6,7.85,4.62,,,,,
2018-02-08,5,2.872,422.2,8.34,7.84,4.52,,,,,
2018-02-08,6,2.884,426.3,7.8,7.83,4.47,,,,,
2018-02-08,7,2.889,428.3,7.64,7.82,4.43,,,,,
2018-02-08,8,2.974,429.1,7.4,7.82,4.41,,,,,
2018-02-08,9,3.019,430.8,6.77,7.81,4.39,,,,,
2018-02-08,10,3.022,431.3,6.63,7.81,4.39,,,,,
2018-02-08,11,3.019,432.4,6.49,7.8,4.43,,,,,
2018-02-08,12,3.039,433,6.02,7.79,4.42,,,,,
2018-02-08,13,3.032,433.7,5.94,7.78,4.39,,,,,
2018-02-08,14,3.082,434.1,5.58,7.77,4.4,,,,,
2018-02-08,15,3.115,434.4,5.1,7.76,4.36,,,,,
2018-02-08,16,3.088,435.5,5,7.76,4.41,,,,,
2018-02-08,17,3.114,435.3,4.84,7.75,4.37,,,,,
2018-02-08,18,3.126,435.8,4.77,7.74,4.36,,,,,
2018-02-08,19,3.095,436.9,4.76,7.74,4.49,,,,,
2018-02-08,20,3.117,437.1,4.71,7.73,4.34,,,,,
2018-02-08,21,3.095,438.8,4.8,7.73,4.39,,,,,
2018-02-08,22,3.094,439.2,4.87,7.73,4.42,,,,,
2018-02-08,23,3.13,439.1,4.57,7.72,4.31,,,,,
2018-02-08,24,3.192,438.9,2.77,7.7,4.3,,,,,
2018-02-08,25,3.272,438.8,1.71,7.68,4.33,,,,,
2018-02-08,26,3.39,438.5,0.93,7.66,4.17,,,,,
2018-02-08,27,3.442,438.5,0.83,7.66,4.22,,,,,
2018-02-08,28,3.497,439.7,0.31,7.65,4.2,,,,,
2018-02-08,29,3.5,440.5,0.23,7.64,4.17,,,,,
2018-02-08,30,3.508,441.7,0.21,7.64,4.17,,,,,
2018-02-08,31,3.518,444.1,0.18,7.63,4.25,,,,,
2018-02-08,32,3.526,447,0.12,7.62,4.277,,,,,
2018-02-08,33,3.535,449.567,0.08,7.61,4.317,,,,,
2018-02-08,34,3.544,452.217,0.035,7.6,4.357,,,,,
2018-02-08,35,3.553,454.867,0,7.59,4.397,,,,,
2018-02-08,36,3.562,457.517,0,7.58,4.437,,,,,
2018-02-08,37,3.571,460.167,0,7.57,4.477,,,,,
2018-02-08,38,3.58,462.817,0,7.56,4.517,,,,,
2018-02-08,39,3.589,465.467,0,7.55,4.557,,,,,
2018-02-08,40,3.598,468.117,0,7.54,4.597,,,,,
2018-03-02,0.5,2.051,394.6,10.11,7.8,7.42,,,,,
2018-03-02,1,2.666,409.2,8.99,7.77,5.84,,,,,
2018-03-02,2,2.887,415.1,7.86,7.75,5.02,,,,,
2018-03-02,3,2.91,418.4,7.32,7.74,4.85,,,,,
2018-03-02,4,2.934,423.4,6.94,7.73,4.72,,,,,
2018-03-02,5,2.946,425.1,6.65,7.72,4.63,,,,,
2018-03-02,6,2.96,427.1,6.5,7.72,4.6,,,,,
2018-03-02,7,2.991,428.3,5.93,7.71,4.55,,,,,
2018-03-02,8,3.026,429.8,5.64,7.71,4.49,,,,,
2018-03-02,9,3.037,432.5,5.43,7.7,4.54,,,,,
2018-03-02,10,3.066,433.4,5.03,7.69,4.52,,,,,
2018-03-02,11,3.118,433.8,4.21,7.69,4.41,,,,,
2018-03-02,12,3.13,434,3.99,7.68,4.47,,,,,
2018-03-02,13,3.185,434.4,3.43,7.67,4.43,,,,,
2018-03-02,14,3.203,434.7,3.13,7.67,4.44,,,,,
2018-03-02,15,3.141,438.1,3.7,7.67,4.49,,,,,
2018-03-02,16,3.164,438,3.6,7.67,4.49,,,,,
2018-03-02,17,3.189,437.6,2.69,7.66,4.53,,,,,
2018-03-02,18,3.207,438,1.69,7.64,4.52,,,,,
2018-03-02,19,3.247,438.3,1.49,7.63,4.39,,,,,
2018-03-02,20,3.316,437.8,0.85,7.62,4.36,,,,,
2018-03-02,21,3.365,438,0.63,7.61,4.4,,,,,
2018-03-02,22,3.369,438.3,0.67,7.62,4.38,,,,,
2018-03-02,23,3.351,439,1,7.62,4.34,,,,,
2018-03-02,24,3.339,439.6,1.11,7.62,4.37,,,,,
2018-03-02,25,3.331,441.7,0.95,7.61,4.31,,,,,
2018-03-02,26,3.4,441.7,0.47,7.6,4.35,,,,,
2018-03-02,27,3.408,441.9,0.39,7.6,4.33,,,,,
2018-03-02,28,3.434,444.5,0.22,7.59,4.44,,,,,
2018-03-02,29,3.44,445,0.16,7.59,4.38,,,,,
2018-03-02,30,3.571,446.6,0.11,7.59,4.43,,,,,
2018-03-02,31,3.656,447.7,0.09,7.59,4.29,,,,,
2018-03-02,32,3.671,449.6,0.08,7.59,4.35,,,,,
2018-03-02,33,3.702,451.1,0.06,7.59,4.41,,,,,
2018-03-02,34,3.765,453.6,0.07,7.58,4.49,,,,,
2018-03-02,35,3.688,454.6,0.05,7.58,4.38,,,,,
2018-03-02,36,3.84,458.7,0.04,7.57,4.56,,,,,
2018-03-02,37,3.901,460.3,0.04,7.57,4.56,,,,,
2018-03-02,38,3.903,461.7,0.03,7.57,4.62,,,,,
2018-03-02,39,3.881,463.4,0.02,7.56,4.51,,,,,
2018-03-02,40,3.871,467.1,0.02,7.55,4.83,,,,,
2018-04-06,0.5,4.943,372.7,10.17,8.08,20.03,,,,,
2018-04-06,1,4.911,382.5,9.84,7.8,21.28,,,,,
2018-04-06,2,4.895,385.4,9.78,7.77,22.11,,,,,
2018-04-06,3,4.889,387.5,9.75,7.77,22.19,,,,,
2018-04-06,4,4.624,395.3,9.06,7.76,20.79,,,,,
2018-04-06,5,4.46,408.7,8.09,7.71,17.91,,,,,
2018-04-06,6,4.298,413.5,7.21,7.69,15.98,,,,,
2018-04-06,7,4.226,415.6,6.96,7.68,14.05,,,,,
2018-04-06,8,4.213,419.4,6.7,7.68,14.05,,,,,
2018-04-06,9,4.015,423.9,6.02,7.67,12.42,,,,,
2018-04-06,10,3.953,425.3,5.72,7.66,11.46,,,,,
2018-04-06,11,3.98,424.9,5.62,7.65,12.4,,,,,
2018-04-06,12,3.782,429.6,4.52,7.65,10.23,,,,,
2018-04-06,13,3.689,431.7,4.24,7.64,9.12,,,,,
2018-04-06,14,3.588,434.1,3.66,7.63,7.68,,,,,
2018-04-06,15,3.566,434.3,3.39,7.62,7.26,,,,,
2018-04-06,16,3.564,434.8,3.23,7.62,7.81,,,,,
2018-04-06,17,3.552,435.5,3.18,7.62,7.12,,,,,
2018-04-06,18,3.551,435.6,3.11,7.62,7.34,,,,,
2018-04-06,19,3.567,435.6,3.13,7.62,7.59,,,,,
2018-04-06,20,3.589,435.2,3.2,7.61,7.46,,,,,
2018-04-06,21,3.585,435.4,3.24,7.61,7.24,,,,,
2018-04-06,22,3.616,435.2,3.28,7.61,8.11,,,,,
2018-04-06,23,3.49,437.9,3.06,7.61,6.21,,,,,
2018-04-06,24,3.453,440.2,2.79,7.6,6.25,,,,,
2018-04-06,25,3.408,441.9,2.47,7.61,5.65,,,,,
2018-04-06,26,3.394,442.9,2.38,7.6,5.35,,,,,
2018-04-06,27,3.425,444.4,2.2,7.6,5.33,,,,,
2018-04-06,28,3.43,444.6,2.07,7.59,5.42,,,,,
2018-04-06,29,3.524,449,0.86,7.58,4.7,,,,,
2018-04-06,30,3.621,453.1,0.53,7.57,4.45,,,,,
2018-04-06,31,3.653,453.8,0.28,7.57,4.4,,,,,
2018-04-06,32,3.68,455,0.23,7.57,4.5,,,,,
2018-04-06,33,3.703,455.9,0.2,7.57,4.41,,,,,
2018-04-06,34,3.717,456.4,0.18,7.56,4.47,,,,,
2018-04-06,35,3.728,457.2,0.17,7.56,4.57,,,,,
2018-04-06,36,3.732,458,0.15,7.56,4.51,,,,,
2018-04-06,37,3.73,458.2,0.14,7.56,4.51,,,,,
2018-04-06,38,3.732,458.8,0.123,7.56,4.47,,,,,
2018-04-06,39,3.733,459.3,0.108,7.56,4.44,,,,,
2018-04-06,40,3.734,459.8,0.093,7.56,4.41,,,,,
2018-04-30,0.5,15.659,396.8,11.24,8.81,27.85,,,,,
2018-04-30,1,15.157,395,11.32,8.79,43.31,,,,,
2018-04-30,2,13.019,400.4,10.23,8.73,58.23,,,,,
2018-04-30,3,12.172,407,8.34,8.61,20.39,,,,,
2018-04-30,4,10.069,417,5.84,8.27,11.51,,,,,
2018-04-30,5,8.061,419.2,4.51,8.11,7.62,,,,,
2018-04-30,6,6.439,421.5,3.61,8.02,7.56,,,,,
2018-04-30,7,5.488,425,3.11,7.97,6.7,,,,,
2018-04-30,8,4.984,426.9,2.81,7.93,6.65,,,,,
2018-04-30,9,4.604,428.6,2.55,7.9,6.34,,,,,
2018-04-30,10,4.405,429.9,2.19,7.87,6.04,,,,,
2018-04-30,11,4.257,431.1,1.84,7.82,5.86,,,,,
2018-04-30,12,4.094,432.5,1.71,7.82,5.57,,,,,
2018-04-30,13,3.962,433.7,1.59,7.8,5.49,,,,,
2018-04-30,14,3.941,434.4,1.35,7.79,5.26,,,,,
2018-04-30,15,3.871,435.2,1.16,7.78,4.98,,,,,
2018-04-30,16,3.813,436,0.93,7.76,5.14,,,,,
2018-04-30,17,3.799,436.1,0.76,7.75,4.95,,,,,
2018-04-30,18,3.779,436.4,0.63,7.74,4.98,,,,,
2018-04-30,19,3.768,437.2,0.54,7.74,5.08,,,,,
2018-04-30,20,3.758,438.5,0.3,7.72,5.6,,,,,
2018-04-30,21,3.757,438.6,0.22,7.72,4.91,,,,,
2018-04-30,22,3.745,440.1,0.16,7.71,4.9,,,,,
2018-04-30,23,3.741,440.9,0.13,7.7,4.68,,,,,
2018-04-30,24,3.726,442.1,0.11,7.7,4.81,,,,,
2018-04-30,25,3.713,442.9,0.11,7.7,4.82,,,,,
2018-04-30,26,3.698,444.2,0.1,7.69,4.74,,,,,
2018-04-30,27,3.69,444.9,0.09,7.69,4.72,,,,,
2018-04-30,28,3.678,446.1,0.09,7.69,4.72,,,,,
2018-04-30,29,3.677,446.4,0.08,7.68,4.94,,,,,
2018-04-30,30,3.677,446.6,0.08,7.68,4.69,,,,,
2018-04-30,31,3.675,447.5,0.07,7.68,4.76,,,,,
2018-04-30,32,3.672,448.2,0.07,7.68,4.65,,,,,
2018-04-30,33,3.669,449,0.07,7.67,4.74,,,,,
2018-04-30,34,3.669,449.1,0.06,7.67,4.73,,,,,
2018-04-30,35,3.667,449.667,0.057,7.663,4.787,,,,,
2018-04-30,36,3.665,450.117,0.052,7.658,4.827,,,,,
2018-04-30,37,3.664,450.567,0.047,7.653,4.867,,,,,
2018-04-30,38,3.662,451.017,0.042,7.648,4.907,,,,,
2018-04-30,39,3.661,451.467,0.037,7.643,4.947,,,,,
2018-04-30,40,3.659,451.917,0.032,7.638,4.987,,,,,
2018-05-15,0.5,19.807,394.4,11.64,8.86,38.89,,,,,
2018-05-15,1,19.813,395,12.04,8.89,40.49,,,,,
2018-05-15,2,18.7,403,10.39,8.79,35.01,,,,,
2018-05-15,3,15.901,407.4,9.73,8.69,28.74,,,,,
2018-05-15,4,11.706,425.4,4.79,8.45,14.16,,,,,
2018-05-15,5,9.037,421.9,2.47,8.17,11.66,,,,,
2018-05-15,6,7.325,423.9,2.2,8.09,8.83,,,,,
2018-05-15,7,5.72,428.6,1.62,8.01,6.74,,,,,
2018-05-15,8,5.032,429.9,1.57,7.98,5.59,,,,,
2018-05-15,9,4.64,430,1.56,7.94,5.44,,,,,
2018-05-15,10,4.419,431.6,1.39,7.9,5.17,,,,,
2018-05-15,11,4.309,432.6,0.92,7.87,4.95,,,,,
2018-05-15,12,4.179,433,0.89,7.84,4.82,,,,,
2018-05-15,13,4.153,433.5,0.84,7.83,4.64,,,,,
2018-05-15,14,4.031,434.4,0.65,7.82,4.37,,,,,
2018-05-15,15,3.994,434.9,0.55,7.8,4.56,,,,,
2018-05-15,16,3.939,436.1,0.23,7.78,4.35,,,,,
2018-05-15,17,3.938,435.9,0.18,7.77,4.75,,,,,
2018-05-15,18,3.911,436.9,0.15,7.76,4.7,,,,,
2018-05-15,19,3.869,438.5,0.14,7.75,4.65,,,,,
2018-05-15,20,3.837,439.7,0.13,7.74,4.42,,,,,
2018-05-15,21,3.813,440.5,0.12,7.73,4.36,,,,,
2018-05-15,22,3.78,441.5,0.11,7.73,4.38,,,,,
2018-05-15,23,3.765,442.5,0.1,7.72,4.48,,,,,
2018-05-15,24,3.763,443.2,0.09,7.71,4.48,,,,,
2018-05-15,25,3.761,443.9,0.09,7.7,4.61,,,,,
2018-05-15,26,3.753,444.6,0.08,7.7,4.56,,,,,
2018-05-15,27,3.746,445.1,0.08,7.69,4.58,,,,,
2018-05-15,28,3.727,446.2,0.07,7.69,4.58,,,,,
2018-05-15,29,3.723,446.5,0.07,7.68,4.47,,,,,
2018-05-15,30,3.719,447.2,0.06,7.68,4.44,,,,,
2018-05-15,31,3.717,447.3,0.06,7.68,4.44,,,,,
2018-05-15,32,3.715,447.7,0.06,7.67,4.56,,,,,
2018-05-15,33,3.714,448,0.05,7.67,4.54,,,,,
2018-05-15,34,3.714,448.1,0.05,7.67,4.56,,,,,
2018-05-15,35,3.713,448.2,0.04,7.67,4.5,,,,,
